4000 3
61 44 33 
0 76 62 
14 72 88 
52 7 75 
93 45 52 
13 51 89 
3 19
60 79 76 2 30 31 42 69 74 97 67 67 15 11 60 64 79 0 74 
92 40 37 40 0 26 95 1 58 9 61 46 11 50 92 3 91 37 20 
6 59 13 21 72 61 99 30 38 18 11 70 73 68 28 65 12 48 42 
3 19
5 8 88 80 22 25 89 33 56 63 13 76 58 45 21 81 78 5 36 
81 26 8 95 78 53 52 1 47 78 77 63 74 24 58 62 57 69 6 
85 33 6 93 70 98 47 77 14 42 16 28 12 18 86 40 45 37 59 
